id,title,external_id,overview,vote_average,poster_path
475,Black Panther,284054,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",7,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg
479,Dragon Ball Z: Battle of Gods,126963,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",6,/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg
484,22 Bullets,37645,"Charly Matteï has turned his back on his life as an outlaw. For the last three years, he's led a peaceful life devoting himself to his wife and two children. Then, one winter morning, he's left for dead in the parking garage in Marseille's Old Port, with 22 bullets in his body. Against all the odds, he doesn't die...",6,/pwG0LLr00EonphwCmIQrpb6aiVV.jpg
488,The Simpsons Movie,35,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",7,/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg
491,17 Again,16996,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",6,/wqE9b0bdZsubI82zdX1ykLfPajh.jpg
505,Maleficent: Mistress of Evil,420809,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",7,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
508,The Equalizer,156022,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",7,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg
512,I Am All Girls,823855,A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,6,/m6bUeV4mczG3z2YXXr5XDKPsQzv.jpg
517,Pain & Gain,134374,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",6,/ddTWL7lZafCJ2VqWdaGg0pl8Adb.jpg
523,My Father's Other Family,821936,"Shelby is devastated after her father's death. Curious about her family connections, she decides to look up the DNA-based family tree, and is surprised to find out that her father had another daughter. She goes on a mission to find her sibling and meets Rose, her half-sister. But as the initial euphoria dies down and the question of who gets her father's inheritance crops up, things begin to change.",1,/4uHBwzjabqJRCPEWSMYyOmi9vEz.jpg
527,The Medium,745881,A horrifying story of a shaman’s inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not be as benevolent as it first appears.,7,/6kUIkCLtqHhf98eaXxohMTDqpB9.jpg
531,Skyline,42684,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",4,/8QpvbnNrtzijlwiM0bFVeilc6lc.jpg
545,Pokémon the Movie: I Choose You!,436931,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.",7,/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg
451,Scream,4232,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",7,/aXAByjBN8UhaYvotqRCwa5MsMGu.jpg
457,We Can Be Heroes,615677,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",6,/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg
461,Sucker Punch,23629,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",6,/8oBc33JEnYm3rqPIwGtQXQbP96j.jpg
466,Sing,335797,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,7,/lW0kUtXTOVlHTVhDO2VzNBACAHX.jpg
471,Butchers,720026,"A family of sadistic butchers lives deep inside the backcountry. From the dead of winter to the dog days of summer, anyone who crosses their path is dead meat.",4,/xLbuMxKORru3oTlItLBWpI5WJxR.jpg
482,From Straight A's to XXX,441168,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",5,/pv5n66n3J9DzNeEzGymhQ0q2FcS.jpg
489,Deadpool 3,533535,,0,/1SlhjVF0QYYd3c8fJehGDrFfrQI.jpg
494,Zone 414,675319,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",6,/wIm5S6Blkb0qDMTGVu80VWSrQV1.jpg
497,Cars 3,260514,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",6,/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg
500,Dune,841,"In the year 10,191, the world is at war for control of the desert planet Dune—the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",6,/baPFvFlnwrRvNe1LyLbBh9Xc8iy.jpg
501,The Starling,468225,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,7,/yM6mDwGBXfGSuk68Zy38jnZhxA7.jpg
506,Need for Speed,136797,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",6,/z42kyMizgDKetejusZgucSQsQ4l.jpg
510,The First Purge,442249,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",6,/litjsBoiydO6JlO70uOX4N3WnNL.jpg
514,13 Assassins,58857,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,7,/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg
525,Your Name,553301,J.J. Abrams and Paramount Pictures have announced they’ll be turning the critically acclaimed Japanese anime Your Name into a live-action film.,0,
530,"Curious George: Go West, Go Wild",743904,"While farm-sitting, George accidentally lets the farm animals escape. Ted, George and wannabe cowboy Emmett must round 'em up, accounting for every animal -- and emerging with some new skills, to boot.",6,/7WWOiP8F6PHjXpJrnRZfvO2XNW.jpg
533,The Hobbit: The Desolation of Smaug,57158,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",7,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg
536,Spider-Man: Responsibility,874209,"Seven months after he was bitten by the spider, Peter Parker begins to learn what it’s like to be a hero. With the help of his friend, Eric Reilly, they attempt to apprehend The Shocker, who wreaks havoc in NYC, all while trying to figure out who’s behind all the chaos.",1,/d9cXYv1AnU8QzQEuha1viP955As.jpg
540,The Addams Family,2907,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",7,/qFf8anju5f2epI0my8RdwwIXFIP.jpg
541,TRON: Legacy,20526,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",6,/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg
547,The Lord of the Rings: The Fellowship of the Ring,120,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",8,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
688,Fantasia,756,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",7,/6iegw3XEVXqKls8uvkcFJjWlcjd.jpg
520,Maya the Bee: The Golden Orb,681260,"When Maya, a headstrong little bee, and her best friend Willi, rescue an ant princess they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits.",6,/tMS2qcbhbkFpcwLnbUE9o9IK4HH.jpg
524,Xico's Journey,749618,"The peace of a small town is endangered when a corporation wants to destroy the mountain that protects them. A girl named Copi and her best friend Xico, a Xoloitzcuintle dog, will go into the mountains to try to save the town.",6,/g8ZyfUC0THygJkVoO2J7NxsdPI5.jpg
526,The Grey,75174,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",6,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg
534,Deep,842171,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it’s too late.,6,/jhbJCqSUmhFJJYo27DP44kdN6Fb.jpg
537,The Larva Island Movie,718867,"Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.",7,/uHdxICUIRGoJjK67aOp3ykvL8ZW.jpg
542,Godmothered,662546,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",7,/80tDCErk6ymHS7YfvqJcbnnTtqa.jpg
550,Season of the Witch,23047,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",5,/6jyHkHpNwy8qjxhc5vJsmqVCl3J.jpg
553,Seed of Chucky,11249,"Chucky and Tiffany are resurrected by their innocent son, Glen, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.",5,/ynDSmBM3rTFsWNb7zjgglotaXlH.jpg
556,A Classic Horror Story,768334,"Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",6,/xnxGmUof0HiugUaNbUFiS4GJPx4.jpg
563,Reminiscence,579047,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",7,/17siH6wJRQ2jZiqz9BWUhy1UtZ.jpg
569,Jumanji: The Next Level,512200,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",7,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg
571,Spirit: Stallion of the Cimarron,9023,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",7,/cUgYrz4twiJ3QgVGpRfey984NIB.jpg
577,The Experiment,43549,20 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.,6,/zy6hJYii2PJfMRoUBlULhfuLsgL.jpg
580,Maggie Simpson in The Force Awakens from Its Nap,825597,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",6,/2xnf2ZaGXudvgBKPtVXMkNeooh1.jpg
582,Dragon Ball Z: The Return of Cooler,39103,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,6,/zJn14ySh0NTZCOIReQZiWE1fkje.jpg
589,Just Say Yes,802504,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel -- just as her self-absorbed sister gets engaged.,6,/3btDwus5VN5jOWfA9strpDJWwfj.jpg
595,Wrong Turn 3: Left for Dead,23823,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",5,/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg
603,Addams Family Values,2758,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",6,/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg
606,Cowboys & Aliens,49849,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",5,/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg
610,Secret Magic Control Agency,797394,"The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",7,/4ZSzEDVdxWVMVO4oZDvoodQOEfr.jpg
614,Kung Fu Panda,9502,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",7,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg
543,Captain Marvel,299537,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",6,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg
546,Yes Man,10201,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,6,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg
551,Young Sister-in-law 3,698009,"Yoo-jin and Myeong-seok get a call from Hye-jin in the middle of the night. She finally escapes from domestic violence and comes to live with her sister. However, Myeong-seok is nice to her and Hye-jin starts to feel fond of him...",6,/swEYylf53k2aGZHjv9PuIxalWQE.jpg
557,Monkey King: Hero Is Back,351694,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",7,/lTaRCichc1Ogg63ZMbf6bVxVypk.jpg
561,Porno,197158,"Three tales of the erotic: Two young ladies experiment with lesbianism, a handsome and wealthy socialite makes a beautiful woman patiently wait to make love to him, and a gorgeous, but controlling and dominating blind woman makes a hunky stud her sexual hostage in her swanky mansion home.",4,/bhbPSpYjsRJAK7rXqL8APK9EwBl.jpg
570,Snow White and the Seven Dwarfs,408,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",7,/4UvFMz8Ys0TaTTxma5e2tKj8u61.jpg
585,Pirates of the Caribbean: Dead Man's Chest,58,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,7,/l3peI54mf6Z9EBSvS3hnRmOBbFT.jpg
590,Stop,824920,"Misfortune leads the musical group Doble Pletina to be sentenced to perform community services in a mysterious park in Barcelona. Director Stanley Sunday unfolds his singular, fantastic and freely absurd universe in this witty musical comedy starring the band Doble Pletina. Stop includes four original songs by the group, produced by Hidrogenesse.",4,/iLW2R016ZWXNUjzfutYjgvAxIEW.jpg
594,Dragon Ball Z: Bojack Unbound,39105,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",7,/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg
598,Scooby-Doo! The Sword and the Scoob,682254,"An evil sorceress transports the gang back to the age of chivalrous knights, spell-casting wizards, and fire-breathing dragons.",7,/sCoG0ibohbPrnyomtzegSuBL40L.jpg
600,The Hangover Part III,109439,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",6,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg
601,Over the Moon,560050,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",7,/lQfdytwN7eh0tXWjIiMceFdBBvD.jpg
609,The Intouchables,77338,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,8,/ttx4GQl0azO6NJFWj4XNZCQOY7S.jpg
613,The Shack,345938,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",7,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg
618,Sanctum,48340,"Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's team—including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)—are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.  Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",5,/zRUNv1CbeVtmTCNr6RLHnxV2QYm.jpg
620,Jurassic World,135397,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",6,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg
621,Dinosaur,10567,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,6,/rSje3FS7ycJSglowlngjsvDt7vO.jpg
629,Checkered Ninja,523536,A possessed Ninja doll teams up with a teenage boy to avenge the murder of a poor child factory worker.,7,/dzN5xbp73TI7pjEqZ66ECNxdWJl.jpg
635,Mad Max: Fury Road,76341,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",7,/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg
638,The Exorcist,9552,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",7,/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg
642,Halloween 4: The Return of Michael Myers,11357,"The apparently comatose Michael Myers is being transferred from one hospital to another, but he wakes up when the ambulance crew talk about his surviving niece, Jamie. After slaughtering his attendants, Myers sets out to find his one living relative who is, fortunately, being cared for by a kind and resourceful foster sister named Rachel. Meanwhile, the ever-cautious Dr. Loomis remains on the killer's path.",6,/gvGy60QMmN93Di9J6bo9s0tcDI6.jpg
544,Fall in Love at First Kiss,576393,"After an earthquake destroys Xiang Qin's house, she and her father move in with the family of her father's college buddy. To her surprise, her new kind and amicable aunt and uncle are the parents of her cold and distant schoolmate, Jiang Zhi Shu, a genius with an IQ of 200 whom not too long ago rejected her when she confessed her feelings for him. Will the close proximity give her a second chance to win Zhi Shu's heart? Or will her love for him end under his cold words?",6,/nMNVfz2bmcgj9Du0wywVHjbRIsz.jpg
549,Coming 2 America,484718,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.",6,/nWBPLkqNApY5pgrJFMiI9joSI30.jpg
552,Me Before You,296096,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",7,/oo2Q3T8juOYFh2G1YJ3oSMAfUyq.jpg
558,John Wick,245891,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,7,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg
562,Baba Yaga: Terror of the Dark Forest,575088,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",6,/8m5HTXzwewlfXhtZtLlLts53YTW.jpg
566,Stillwater,616651,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",7,/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg
573,Dead Like Me: Life After Death,14849,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",6,/Ar7uTVlawrZRmLad0TrgkhxsTGP.jpg
575,Ted,72105,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",6,/2ZetTSYM8ATcrxh4Otge99GJRTz.jpg
579,Stan Helsing,23988,"It's Halloween night and video store clerk Stan Helsing just got stuck with a last minute request to deliver some videos. With his best friend, his best friend's date, and a smoking hot ex-girlfriend waiting to go to a party, Stan convinces them to take a side trip to Stormy Night Estates for the drop. But the group gets locked inside and Stan discovers he's actually Stan Van Helsing, descendan",4,/qDlmKahejt0NoQzw65tnLayEhHZ.jpg
581,The Fate of the Furious,337339,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",6,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg
586,Ralph Breaks the Internet,404368,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",7,/44cb3fCGKUaSxxIjI2ejrgeYfye.jpg
591,CODA,776503,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",8,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg
596,I Want to Eat Your Pancreas,504253,"Spring time in April and the last of the cherry blossoms are still in bloom. The usually aloof bookworm with no interest in others comes across a book in a hospital waiting room. Handwritten on the cover are the words: ""Living with Dying."" He soon discovers that it is a diary kept by his very popular and genuinely cheerful classmate, Sakura Yamauchi, who reveals to him that she is secretly suffering from a pancreatic illness and only has a limited time left. It is at this moment that she gains just one more person to share her secret. Trying to maintain a normal life as much as possible, Sakura is determined to live her life to the fullest until the very last day. As her free spirit and unpredictable actions throw him for a loop, his heart begins to gradually change.",8,/vHdVU0HyyB6k6kuYt8qjwTz9one.jpg
604,The King's Avatar: For the Glory,613200,"Prequel movie to the animated series The King's Avatar, dealing with Ye Xiu's original entry into the pro gaming world of Glory, and the first Pro League series tournament.",7,/aQ7ZUDxcSf8U4ynCstNCMLgdhrD.jpg
607,The Sorcerer and the White Snake,75948,The Sorcerer and the White Snake is an ancient Chinese fable about a woman demon who falls in love with a mortal is brought to life through the latest advances in CGI and action techniques.,6,/5Jfv3CtMULd41C5jpLR8PGAMgE3.jpg
611,Grown Ups 2,109418,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",6,/5vLeJchL3zosBj10CJP1h54xyBs.jpg
624,The Twilight Saga: Breaking Dawn - Part 2,50620,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",6,/jHE7WUf3FDod8vw3O3twh0JVZun.jpg
548,Super 8,37686,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",6,/sytFL6ALMAesKZoarlp7bIDKnns.jpg
554,Dragon Ball Z: The Tree of Might,39101,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,6,/fDX4Dp8IKvjBAaEb5MOJrGkxWX0.jpg
559,The Doorman,737568,"A former Marine turned doorman at a luxury New York City high-rise must outsmart and battle a group of art thieves and their ruthless leader — while struggling to protect her sister's family. As the thieves become increasingly desperate and violent, the doorman calls upon her deadly fighting skills to end the showdown.",5,/pklyUbh4k1DbHdnsOMASyw7C6NH.jpg
