id,title,external_id,overview,vote_average,poster_path
877,Como Hackear Seu Chefe,835666,"Victor accidentally sends a compromising email to his nagging boss. With the help of his office crush and a clueless friend, he'll try to save his job while having to deal with a rook hacker the porn industry, a children's online game and Smiley, the company mascot.",6,/sXIIGA2VeK1FAhd9c547kcBIryq.jpg
883,Halloween Ends,616820,The third film in Blumhouse's 'Halloween' series. The saga of Michael Myers and Laurie Strode ends.,0,/tfnVnSV9Y24VWBoglBptMb1F7vy.jpg
887,Wild Card,265208,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",5,/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg
895,Justice League,141052,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",6,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg
899,One Hundred and One Dalmatians,12230,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",7,/kSlYq6FrBUviGSEh8v4L9nrSnBT.jpg
902,Wrong Turn 5: Bloodlines,125509,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",5,/i9prGtsGbWzaH30bp8TXPEs6QGm.jpg
891,Jack Reacher,75780,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",6,/zlyhKMi2aLk25nOHnNm43MpZMtQ.jpg
900,Cranston Academy: Monster Zone,627661,An intelligent 15-year-old high school student is unexpectedly transferred to a boarding school where he opens a portal of monsters from another dimension.,6,/maBFNvaxae6IgLL4qwz7hvz19EZ.jpg
901,Nightcrawler,242582,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",7,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg
893,Jackass 3D,16290,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",6,/rqK0MkfpWT2DpFjNzkvjHf0vxZ4.jpg
898,Pokémon Detective Pikachu 2,615129,Sequel to the 2019 film Pokémon Detective Pikachu,0,/knr2XAbotEtc2X2diStLvv4ovPX.jpg
904,Trolls World Tour,446893,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",7,/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg
907,Kung Fu Panda 2,49444,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",6,/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg
908,The Call of the Wild,481848,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",7,/33VdppGbeNxICrFUtW2WpGHvfYc.jpg
909,The Texas Chainsaw Massacre,9373,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",6,/6kFIo2AOEMTJ66GJS95ipJKQevk.jpg
910,Dogwashers,725649,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",6,/1kzUhxh9waTvbV4yW1fU1TaaC1z.jpg
911,Halloween II,11281,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",6,/xyBX7rFmNB4nM2RBW3042RQPFG2.jpg
912,Couples Retreat,19899,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",5,/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg
913,Wonder Woman,297762,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,7,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg
914,Wrong Turn 4: Bloody Beginnings,71672,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.",5,/lwGgaJ6DikLj7wgGB4PPNMs2piK.jpg
915,The Mortal Instruments: City of Bones,123553,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",6,/fspW2P3ggzBjdIw5HpJOw8HKtQK.jpg
916,Knock Knock,263472,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",5,/cUC4rUb1Cs2KMaZ6RD4uYUEEwls.jpg
917,Chunin Exam on Fire! and Naruto vs. Konohamaru!,189349,Naruto faces off against his old pupil Konohamaru in a tournament during the chuunin entrance exams.,7,/9gjBGyDOd20GOqXOZxQd6E3MlUg.jpg
918,10.0 Earthquake,302666,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",4,/conlM8JWEaHnIPiBqTg7ciiiLLX.jpg
919,Sicario,273481,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,7,/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg
920,Superbad,8363,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,7,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg
921,Scary Movie 2,4248,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",5,/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg
922,Into the White,78215,"Based on a true story. On 27 April 1940, Luftwaffe pilot Horst Schopis' Heinkel 111 bomber is shot down near Grotli by an RAF Blackburn Skua L2940 fighter, which then crash-lands. The surviving German and English crew members begin to at shoot each other, but later find themselves huddled up in the same cabin. In order to survive the harsh winter in the Norwegian wilderness, they have to stand together. An unlikely, lifelong friendship blossoms.",6,/glnBVGMFpwFfdtKbqZRBUrouJmU.jpg
925,Star Wars: The Last Jedi,181808,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",6,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg
923,The Shawshank Redemption,278,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",8,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg
927,The Flu,200085,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",7,/mvTXhTddHIZbOU9pmrcPODI1kRx.jpg
935,Flora & Ulysses,621876,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",6,/syobJCxZcIJl0OpjNroZSQKa1kW.jpg
